timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
775.7072421180001,0,0.9131011723048076,0.48080610858691664,0.3790650259905277,775.7072421180001-0,,,,,,,,,,,,,,,
775.716482681,0,0.8691845247053283,0.47822125735035304,0.37717630034191707,775.716482681-0,,,,,,,,,,,,,,,
775.7234665650001,0,0.8075482731229688,0.4528728553690331,0.36322283762959984,775.7234665650001-0,,,,,,,,,,,,,,,
775.734073886,0,0.0,-4.30953507853568,9.554552839638006,775.734073886-0,,,,,,,,,,,,,,,
775.739299025,0,0.0,-4.30953507853568,9.554552839638006,775.739299025-0,,,,,,,,,,,,,,,
775.7472937470001,0,0.6674828268867415,0.3391821717874226,0.23558629086664418,775.7472937470001-0,,,,,,,,,,,,,,,
775.755393894,0,0.0,-4.30953507853568,9.554552839638006,775.755393894-0,,,,,,,,,,,,,,,
775.767209437,0,0.7409796384278503,0.27870026567205786,0.1406421061909935,775.767209437-0,,,,,,,,,,,,,,,
775.775393224,0,0.7217458558387698,0.2615138680810789,0.11566814897005706,775.775393224-0,,,,,,,,,,,,,,,
775.7832682950001,0,0.7342079193466262,0.2468312593259201,0.08851920043636774,775.7832682950001-0,,,,,,,,,,,,,,,
775.7912698050001,0,0.9227675347700969,0.24316485238231467,0.08331352209778409,775.7912698050001-0,,,,,,,,,,,,,,,
775.7993939700001,0,0.9160943664546944,0.24245325886889235,0.08446864529520681,775.7993939700001-0,,,,,,,,,,,,,,,
775.807262646,0,1.0,0.24364605623905522,0.0882555763866737,775.807262646-0,,,,,,,,,,,,,,,
775.8152979050001,0,1.0,0.24520275870823083,0.09287392112767634,775.8152979050001-0,,,,,,,,,,,,,,,
775.823374608,0,1.0,0.24593361039098927,0.09707367955450863,775.823374608-0,,,,,,,,,,,,,,,
775.8312758620001,0,1.0,0.2472833363991631,0.10240839995767281,775.8312758620001-0,,,,,,,,,,,,,,,
775.839276408,0,1.0,0.2486659470811481,0.1076651930836654,775.839276408-0,,,,,,,,,,,,,,,
775.851282562,0,1.0,0.2494236428595351,0.11136681791776581,775.851282562-0,,,,,,,,,,,,,,,
775.859272239,0,1.0,0.25020172145633257,0.1148604716708661,775.859272239-0,,,,,,,,,,,,,,,
775.8673401550001,0,1.0,0.2516188331529152,0.11962848223590683,775.8673401550001-0,,,,,,,,,,,,,,,
775.875178354,0,1.0,0.25280819818361744,0.12226985719319572,775.875178354-0,,,,,,,,,,,,,,,
775.883239749,0,1.0,0.2537669907862581,0.12464201002945963,775.883239749-0,,,,,,,,,,,,,,,
775.8911983090001,0,1.0,0.254480767995088,0.12584143969831807,775.8911983090001-0,,,,,,,,,,,,,,,
775.899306235,0,1.0,0.2546408911916216,0.12607238646450902,775.899306235-0,,,,,,,,,,,,,,,
775.907364643,0,1.0,0.25544838209161025,0.1276857752814955,775.907364643-0,,,,,,,,,,,,,,,
775.915277662,0,1.0,0.25570592954573534,0.12841767301032192,775.915277662-0,,,,,,,,,,,,,,,
775.9232782050001,0,1.0,0.2557918433355919,0.12865071520682214,775.9232782050001-0,,,,,,,,,,,,,,,
775.9352936570001,0,1.0,0.25562692259001984,0.12805990103247034,775.9352936570001-0,,,,,,,,,,,,,,,
775.9432760560001,0,1.0,0.2560058505585312,0.1282528803784846,775.9432760560001-0,,,,,,,,,,,,,,,
775.951375318,0,1.0,0.2559081897948845,0.12784450924425883,775.951375318-0,,,,,,,,,,,,,,,
775.959276035,0,1.0,0.2557668523749306,0.12716981605083078,775.959276035-0,,,,,,,,,,,,,,,
775.967273437,0,1.0,0.255622772503866,0.12710037451244638,775.967273437-0,,,,,,,,,,,,,,,
775.975374686,0,1.0,0.25568937598305297,0.1270222208585743,775.975374686-0,,,,,,,,,,,,,,,
775.9832763200001,0,1.0,0.255842237397081,0.1269237083881709,775.9832763200001-0,,,,,,,,,,,,,,,
775.99125901,0,1.0,0.2561487442898742,0.1281545783783784,775.99125901-0,,,,,,,,,,,,,,,
775.9994031760001,0,1.0,0.25646980839396694,0.12879791496851922,775.9994031760001-0,,,,,,,,,,,,,,,
776.007180296,0,1.0,0.2573492487289162,0.13000802333898953,776.007180296-0,,,,,,,,,,,,,,,
776.019260896,0,1.0,0.2580639321512619,0.13139585868967707,776.019260896-0,,,,,,,,,,,,,,,
776.027372373,0,1.0,0.2590319052433574,0.13256713558362598,776.027372373-0,,,,,,,,,,,,,,,
776.035266265,0,1.0,0.25956086915704235,0.13336021499431894,776.035266265-0,,,,,,,,,,,,,,,
